id,issue_type,status,priority,assignee,timestamps
JIRA-0250,Bug,Resolved,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-07-18T11:13:43Z', 'resolved_at': '2025-07-19T00:13:43Z'}]"
JIRA-0251,Task,Done,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-12-01T11:59:28Z', 'resolved_at': '2025-12-01T20:59:28Z'}]"
JIRA-0252,Task,Resolved,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2026-01-24T13:33:57Z', 'resolved_at': '2026-01-29T07:33:57Z'}]"
JIRA-0253,Bug,Open,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-01-15T13:22:03Z', 'resolved_at': None}]"
JIRA-0254,Task,Done,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-11-11T02:59:20Z', 'resolved_at': '2025-11-14T23:59:20Z'}]"
JIRA-0255,Task,Done,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-09-10T06:07:03Z', 'resolved_at': '2025-09-10T15:07:03Z'}]"
JIRA-0256,Bug,Resolved,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-03-10T10:51:36Z', 'resolved_at': '2025-03-16T01:51:36Z'}]"
JIRA-0257,Story,Done,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-03-03T02:05:16Z', 'resolved_at': '2025-03-05T16:05:16Z'}]"
JIRA-0258,Story,Done,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-05-11T14:13:15Z', 'resolved_at': '2025-05-12T11:13:15Z'}]"
JIRA-0259,Task,Done,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-05-31T14:37:37Z', 'resolved_at': '2025-06-01T18:37:37Z'}]"
JIRA-0260,Bug,Resolved,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-04-25T17:08:17Z', 'resolved_at': '2025-04-29T05:08:17Z'}]"
JIRA-0261,Bug,Open,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-04-29T17:41:57Z', 'resolved_at': None}]"
JIRA-0262,Bug,Done,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-12-15T16:12:01Z', 'resolved_at': '2025-12-20T02:12:01Z'}]"
JIRA-0263,Task,Open,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-12-10T11:21:20Z', 'resolved_at': None}]"
JIRA-0264,Task,Open,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2026-01-30T01:26:42Z', 'resolved_at': None}]"
JIRA-0265,Bug,Done,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-02-14T04:30:26Z', 'resolved_at': '2025-02-16T15:30:26Z'}]"
JIRA-0266,Task,Resolved,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-03-12T03:14:55Z', 'resolved_at': '2025-03-18T12:14:55Z'}]"
JIRA-0267,Story,Done,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-02-01T20:43:07Z', 'resolved_at': '2025-02-07T15:43:07Z'}]"
JIRA-0268,Bug,Done,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2026-01-05T10:22:03Z', 'resolved_at': '2026-01-06T06:22:03Z'}]"
JIRA-0269,Story,Open,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-09-24T18:08:38Z', 'resolved_at': None}]"
JIRA-0270,Task,Open,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-07-12T10:16:39Z', 'resolved_at': None}]"
JIRA-0271,Task,Done,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-05-04T07:14:37Z', 'resolved_at': '2025-05-09T04:14:37Z'}]"
JIRA-0272,Story,Done,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-09-20T19:37:14Z', 'resolved_at': '2025-09-24T11:37:14Z'}]"
JIRA-0273,Story,Done,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-09-14T01:52:52Z', 'resolved_at': '2025-09-16T01:52:52Z'}]"
JIRA-0274,Story,Done,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-04-27T19:09:43Z', 'resolved_at': '2025-04-30T01:09:43Z'}]"
JIRA-0275,Story,Open,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-09-29T17:07:55Z', 'resolved_at': None}]"
JIRA-0276,Story,Resolved,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-04-11T03:49:59Z', 'resolved_at': '2025-04-13T00:49:59Z'}]"
JIRA-0277,Bug,Resolved,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-09-13T03:14:48Z', 'resolved_at': '2025-09-14T07:14:48Z'}]"
JIRA-0278,Task,Resolved,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2026-01-30T22:54:44Z', 'resolved_at': '2026-02-04T18:54:44Z'}]"
JIRA-0279,Task,Open,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-06-16T08:50:26Z', 'resolved_at': None}]"
JIRA-0280,Task,Done,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-04-17T20:24:14Z', 'resolved_at': '2025-04-18T04:24:14Z'}]"
JIRA-0281,Story,Done,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-01-30T07:39:51Z', 'resolved_at': '2025-01-31T08:39:51Z'}]"
JIRA-0282,Story,Done,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-04-30T19:28:47Z', 'resolved_at': '2025-05-01T04:28:47Z'}]"
JIRA-0283,Task,Resolved,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-05-09T13:52:25Z', 'resolved_at': '2025-05-15T05:52:25Z'}]"
JIRA-0284,Task,Resolved,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-07-04T11:53:01Z', 'resolved_at': '2025-07-07T07:53:01Z'}]"
JIRA-0285,Task,Resolved,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-07-01T18:07:51Z', 'resolved_at': '2025-07-08T10:07:51Z'}]"
JIRA-0286,Task,Resolved,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-05-31T16:43:25Z', 'resolved_at': '2025-06-03T03:43:25Z'}]"
JIRA-0287,Task,Resolved,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-10-24T14:37:05Z', 'resolved_at': '2025-10-27T18:37:05Z'}]"
JIRA-0288,Story,Resolved,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-04-18T11:56:08Z', 'resolved_at': '2025-04-18T23:56:08Z'}]"
JIRA-0289,Task,Resolved,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-03-21T16:24:40Z', 'resolved_at': '2025-03-24T22:24:40Z'}]"
JIRA-0290,Bug,Resolved,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-07-31T21:11:54Z', 'resolved_at': '2025-08-01T15:11:54Z'}]"
JIRA-0291,Task,Open,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-06-22T11:05:18Z', 'resolved_at': None}]"
JIRA-0292,Bug,Done,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-11-04T22:26:15Z', 'resolved_at': '2025-11-05T18:26:15Z'}]"
JIRA-0293,Task,Resolved,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-10-19T04:52:43Z', 'resolved_at': '2025-10-20T20:52:43Z'}]"
JIRA-0294,Bug,Resolved,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-09-18T10:15:54Z', 'resolved_at': '2025-09-19T15:15:54Z'}]"
JIRA-0295,Story,Done,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2026-01-02T23:11:53Z', 'resolved_at': '2026-01-04T01:11:53Z'}]"
JIRA-0296,Task,Done,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-01-05T01:53:21Z', 'resolved_at': '2025-01-05T23:53:21Z'}]"
JIRA-0297,Bug,Resolved,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-11-25T18:02:26Z', 'resolved_at': '2025-11-26T01:02:26Z'}]"
JIRA-0298,Story,Open,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-07-05T04:50:04Z', 'resolved_at': None}]"
JIRA-0299,Story,Done,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-03-28T02:32:27Z', 'resolved_at': '2025-04-03T09:32:27Z'}]"
JIRA-0300,Task,Resolved,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-07-07T22:03:13Z', 'resolved_at': '2025-07-09T00:03:13Z'}]"
JIRA-0301,Story,Open,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-10-02T00:58:03Z', 'resolved_at': None}]"
JIRA-0302,Task,Open,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-03-08T11:57:35Z', 'resolved_at': None}]"
JIRA-0303,Story,Resolved,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2026-01-30T01:16:25Z', 'resolved_at': '2026-01-31T06:16:25Z'}]"
JIRA-0304,Task,Done,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2026-01-01T03:57:11Z', 'resolved_at': '2026-01-01T08:57:11Z'}]"
JIRA-0305,Bug,Resolved,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-10-05T08:42:44Z', 'resolved_at': '2025-10-06T04:42:44Z'}]"
JIRA-0306,Bug,Resolved,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-03-22T12:26:04Z', 'resolved_at': '2025-03-27T01:26:04Z'}]"
JIRA-0307,Story,Done,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-05-16T23:53:52Z', 'resolved_at': '2025-05-19T22:53:52Z'}]"
JIRA-0308,Bug,Resolved,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-02-19T00:16:45Z', 'resolved_at': '2025-02-20T02:16:45Z'}]"
JIRA-0309,Task,Done,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-06-04T22:23:13Z', 'resolved_at': '2025-06-05T15:23:13Z'}]"
JIRA-0310,Story,Done,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2026-01-03T16:48:40Z', 'resolved_at': '2026-01-07T08:48:40Z'}]"
JIRA-0311,Task,Done,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-02-07T03:07:54Z', 'resolved_at': '2025-02-08T03:07:54Z'}]"
JIRA-0312,Task,Resolved,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-12-06T09:21:50Z', 'resolved_at': '2025-12-07T01:21:50Z'}]"
JIRA-0313,Story,Resolved,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2026-01-21T09:53:54Z', 'resolved_at': '2026-01-24T12:53:54Z'}]"
JIRA-0314,Story,Resolved,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-11-26T17:14:50Z', 'resolved_at': '2025-11-27T15:14:50Z'}]"
JIRA-0315,Task,Done,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-09-07T11:48:54Z', 'resolved_at': '2025-09-07T18:48:54Z'}]"
JIRA-0316,Story,Done,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-12-13T08:28:20Z', 'resolved_at': '2025-12-18T21:28:20Z'}]"
JIRA-0317,Task,Done,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-02-02T21:33:26Z', 'resolved_at': '2025-02-05T06:33:26Z'}]"
JIRA-0318,Task,Resolved,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-02-14T13:13:54Z', 'resolved_at': '2025-02-15T10:13:54Z'}]"
JIRA-0319,Story,Resolved,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-05-05T06:22:07Z', 'resolved_at': '2025-05-06T13:22:07Z'}]"
JIRA-0320,Bug,Resolved,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-01-28T00:41:59Z', 'resolved_at': '2025-01-30T08:41:59Z'}]"
JIRA-0321,Bug,Done,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-10-25T08:55:23Z', 'resolved_at': '2025-10-26T16:55:23Z'}]"
JIRA-0322,Bug,Done,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-10-16T03:16:46Z', 'resolved_at': '2025-10-21T02:16:46Z'}]"
JIRA-0323,Task,Open,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-10-13T00:26:34Z', 'resolved_at': None}]"
JIRA-0324,Task,Done,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-03-30T02:50:07Z', 'resolved_at': '2025-03-31T08:50:07Z'}]"
JIRA-0325,Story,Done,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-04-02T11:13:26Z', 'resolved_at': '2025-04-06T06:13:26Z'}]"
JIRA-0326,Bug,Done,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-08-10T19:32:19Z', 'resolved_at': '2025-08-13T21:32:19Z'}]"
JIRA-0327,Bug,Resolved,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-12-18T02:41:11Z', 'resolved_at': '2025-12-18T11:41:11Z'}]"
JIRA-0328,Story,Resolved,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-09-06T05:32:52Z', 'resolved_at': '2025-09-10T21:32:52Z'}]"
JIRA-0329,Task,Done,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-08-21T23:35:51Z', 'resolved_at': '2025-08-24T15:35:51Z'}]"
JIRA-0330,Task,Done,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-06-06T02:32:44Z', 'resolved_at': '2025-06-08T13:32:44Z'}]"
JIRA-0331,Bug,Done,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-10-14T13:00:09Z', 'resolved_at': '2025-10-15T07:00:09Z'}]"
JIRA-0332,Story,Resolved,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-02-21T01:38:00Z', 'resolved_at': '2025-02-25T08:38:00Z'}]"
JIRA-0333,Bug,Done,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-11-16T01:46:33Z', 'resolved_at': '2025-11-21T09:46:33Z'}]"
JIRA-0334,Story,Resolved,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-02-27T14:32:10Z', 'resolved_at': '2025-02-28T08:32:10Z'}]"
JIRA-0335,Story,Done,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-05-22T08:02:19Z', 'resolved_at': '2025-05-24T17:02:19Z'}]"
JIRA-0336,Bug,Resolved,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-04-29T20:24:54Z', 'resolved_at': '2025-04-30T09:24:54Z'}]"
JIRA-0337,Task,Resolved,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-06-25T03:04:14Z', 'resolved_at': '2025-06-27T11:04:14Z'}]"
JIRA-0338,Story,Done,High,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-08-02T04:08:17Z', 'resolved_at': '2025-08-02T12:08:17Z'}]"
JIRA-0339,Story,Open,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-05-11T23:36:03Z', 'resolved_at': None}]"
JIRA-0340,Bug,Open,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-09-20T05:41:06Z', 'resolved_at': None}]"
JIRA-0341,Story,Open,High,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-07-25T13:32:37Z', 'resolved_at': None}]"
JIRA-0342,Task,Resolved,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-01-24T12:34:12Z', 'resolved_at': '2025-01-27T15:34:12Z'}]"
JIRA-0343,Task,Resolved,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2026-01-11T02:44:38Z', 'resolved_at': '2026-01-14T16:44:38Z'}]"
JIRA-0344,Task,Open,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-02-16T12:51:35Z', 'resolved_at': None}]"
JIRA-0345,Bug,Done,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-06-08T11:15:52Z', 'resolved_at': '2025-06-10T18:15:52Z'}]"
JIRA-0346,Bug,Resolved,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-09-06T00:29:20Z', 'resolved_at': '2025-09-08T08:29:20Z'}]"
JIRA-0347,Task,Done,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-03-24T11:24:43Z', 'resolved_at': '2025-03-26T15:24:43Z'}]"
JIRA-0348,Bug,Done,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-07-12T13:32:34Z', 'resolved_at': '2025-07-12T21:32:34Z'}]"
JIRA-0349,Task,Resolved,Medium,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-11-21T18:35:47Z', 'resolved_at': '2025-11-23T13:35:47Z'}]"
JIRA-0350,Story,Resolved,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-05-28T10:45:50Z', 'resolved_at': '2025-05-31T02:45:50Z'}]"
JIRA-0351,Bug,Done,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-08-28T15:36:41Z', 'resolved_at': '2025-08-31T18:36:41Z'}]"
JIRA-0352,Task,Done,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-07-06T23:30:25Z', 'resolved_at': '2025-07-08T14:30:25Z'}]"
JIRA-0353,Story,Open,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2026-01-20T09:29:47Z', 'resolved_at': None}]"
JIRA-0354,Bug,Done,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-01-07T08:26:16Z', 'resolved_at': '2025-01-09T11:26:16Z'}]"
JIRA-0355,Task,Resolved,Medium,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-11-10T05:12:02Z', 'resolved_at': '2025-11-12T15:12:02Z'}]"
JIRA-0356,Task,Done,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-06-01T04:38:16Z', 'resolved_at': '2025-06-01T19:38:16Z'}]"
JIRA-0357,Task,Done,High,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-12-16T19:12:50Z', 'resolved_at': '2025-12-17T23:12:50Z'}]"
JIRA-0358,Task,Resolved,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-04-03T06:47:52Z', 'resolved_at': '2025-04-05T14:47:52Z'}]"
JIRA-0359,Bug,Resolved,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-09-21T09:00:29Z', 'resolved_at': '2025-09-24T20:00:29Z'}]"
JIRA-0360,Bug,Resolved,High,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-11-08T18:23:51Z', 'resolved_at': '2025-11-09T14:23:51Z'}]"
JIRA-0361,Story,Open,High,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-09-16T16:19:43Z', 'resolved_at': None}]"
JIRA-0362,Story,Open,Medium,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-04-19T13:42:23Z', 'resolved_at': None}]"
JIRA-0363,Task,Open,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-08-21T10:07:56Z', 'resolved_at': None}]"
JIRA-0364,Bug,Resolved,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2026-01-16T11:24:12Z', 'resolved_at': '2026-01-20T15:24:12Z'}]"
JIRA-0365,Task,Done,Medium,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-03-27T03:10:39Z', 'resolved_at': '2025-03-29T20:10:39Z'}]"
JIRA-0366,Story,Resolved,Low,"[{'id': 'u003', 'name': 'Guilherme Francisco', 'email': 'guilherme@fasttrack.com'}]","[{'created_at': '2025-01-21T16:44:20Z', 'resolved_at': '2025-01-27T17:44:20Z'}]"
JIRA-0367,Story,Done,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-02-09T21:19:46Z', 'resolved_at': '2025-02-15T23:19:46Z'}]"
JIRA-0368,Bug,Resolved,Low,"[{'id': 'u002', 'name': 'Gionni Lucio', 'email': 'gionni.lucio@fasttrack.com'}]","[{'created_at': '2025-10-23T07:15:41Z', 'resolved_at': '2025-10-25T20:15:41Z'}]"
JIRA-0369,Task,Resolved,Low,"[{'id': 'u001', 'name': 'Matheus Malta', 'email': 'matheus.malta@fasttrack.com'}]","[{'created_at': '2025-03-27T08:36:03Z', 'resolved_at': '2025-03-30T08:36:03Z'}]"
JIRA-0370,Story,Done,Medium,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2025-11-17T18:08:03Z', 'resolved_at': '2025-11-19T08:08:03Z'}]"
JIRA-0371,Bug,Resolved,Low,"[{'id': 'u005', 'name': 'Adyna', 'email': 'adyna@fasttrack.com'}]","[{'created_at': '2025-02-18T09:00:26Z', 'resolved_at': '2025-02-20T20:00:26Z'}]"
JIRA-0372,Task,Done,Low,"[{'id': 'u004', 'name': 'Francinne', 'email': 'francinne@fasttrack.com'}]","[{'created_at': '2026-01-07T13:28:53Z', 'resolved_at': '2026-01-14T03:28:53Z'}]"
